"country","league","season","squad","expenditure_euros","income_euros","avg_age_out","avg_age_in","Country","Year"
"Germany","Bundesliga","Bayern Munich","SV Werder Bremen",1.1e+07,11700000,26.4,22.8,"Germany",2020
"Germany","Bundesliga","Bayern Munich","Arminia Bielefeld",5e+05,1e+05,24.8,22.3,"Germany",2020
"Germany","Bundesliga","Bayern Munich","VfB Stuttgart",14950000,7500000,24.6,22,"Germany",2020
"Germany","Bundesliga","Bayern Munich","Bayern Munich",57500000,2300000,23.5,21.7,"Germany",2021
"Germany","Bundesliga","Bayern Munich","RB Leipzig",125620000,113500000,21.6,20.2,"Germany",2021
"Germany","Bundesliga","Bayern Munich","Borussia Dortmund",4.5e+07,109500000,23.9,21.8,"Germany",2021
"Germany","Bundesliga","Bayern Munich","VfL Wolfsburg",83180000,22700000,23.8,21.8,"Germany",2021
"Germany","Bundesliga","Bayern Munich","Eintracht Frankfurt",13450000,28400000,21.8,21.7,"Germany",2021
"Germany","Bundesliga","Bayern Munich","Bayer 04 Leverkusen",55350000,43340000,25.2,22.3,"Germany",2021
"Germany","Bundesliga","Bayern Munich","1.FC Union Berlin",20100000,19550000,25.2,25.4,"Germany",2021
"Germany","Bundesliga","Bayern Munich","Borussia Mönchengladbach",1.7e+07,11450000,24.7,21.5,"Germany",2021
"Germany","Bundesliga","Bayern Munich","VfB Stuttgart",17450000,40920000,24.9,20.3,"Germany",2021
"Germany","Bundesliga","Bayern Munich","SC Freiburg",9500000,14550000,25.1,22.2,"Germany",2021
"Germany","Bundesliga","Bayern Munich","TSG 1899 Hoffenheim",0,850000,24.4,21.9,"Germany",2021
"Germany","Bundesliga","Bayern Munich","1.FSV Mainz 05",7900000,18050000,25.2,23.8,"Germany",2021
"Germany","Bundesliga","Bayern Munich","FC Augsburg",24060000,12800000,24.5,20.7,"Germany",2021
"Germany","Bundesliga","Bayern Munich","Hertha BSC",27400000,57500000,23.6,23.4,"Germany",2021
"Germany","Bundesliga","Bayern Munich","Arminia Bielefeld",9430000,5e+05,24.2,22.5,"Germany",2021
"Germany","Bundesliga","Bayern Munich","1.FC Köln",550000,23450000,24.5,24.4,"Germany",2021
"Germany","Bundesliga","Bayern Munich","VfL Bochum",0,350000,25.1,24.3,"Germany",2021
"Germany","Bundesliga","Bayern Munich","SpVgg Greuther Fürth",1400000,4550000,23.7,23.6,"Germany",2021
"Germany","Bundesliga","Bayern Munich","Bayern Munich",146500000,102900000,23.3,23,"Germany",2022
"Germany","Bundesliga","Bayern Munich","Borussia Dortmund",104600000,8.2e+07,27.2,23.4,"Germany",2022
"Germany","Bundesliga","Bayern Munich","Bayer 04 Leverkusen",15100000,9500000,24.6,21.8,"Germany",2022
"Germany","Bundesliga","Bayern Munich","RB Leipzig",59500000,75820000,22,22.2,"Germany",2022
"Germany","Bundesliga","Bayern Munich","1.FC Union Berlin",24650000,30670000,26,24.4,"Germany",2022
"Germany","Bundesliga","Bayern Munich","SC Freiburg",15900000,21330000,23.1,23.3,"Germany",2022
"Germany","Bundesliga","Bayern Munich","1.FC Köln",7250000,13320000,23.9,22.8,"Germany",2022
"Germany","Bundesliga","Bayern Munich","1.FSV Mainz 05",23800000,24250000,24.2,23.5,"Germany",2022
"Germany","Bundesliga","Bayern Munich","TSG 1899 Hoffenheim",19800000,67050000,25,23.9,"Germany",2022
"Germany","Bundesliga","Bayern Munich","Borussia Mönchengladbach",2.4e+07,2.3e+07,23.8,22.1,"Germany",2022
"Germany","Bundesliga","Bayern Munich","Eintracht Frankfurt",27800000,20100000,24.2,22.6,"Germany",2022
"Germany","Bundesliga","Bayern Munich","VfL Wolfsburg",36250000,22780000,24.6,22.3,"Germany",2022
"Germany","Bundesliga","Bayern Munich","VfL Bochum",1790000,16050000,26,25.4,"Germany",2022
"Germany","Bundesliga","Bayern Munich","FC Augsburg",11450000,6850000,24.6,22.6,"Germany",2022
"Germany","Bundesliga","Bayern Munich","VfB Stuttgart",14990000,52600000,22.8,22.8,"Germany",2022
"Germany","Bundesliga","Bayern Munich","Hertha BSC",8850000,24250000,24.4,23.7,"Germany",2022
"Germany","Bundesliga","Bayern Munich","FC Schalke 04",8630000,21550000,24.6,24.7,"Germany",2022
"Germany","Bundesliga","Bayern Munich","SV Werder Bremen",4e+06,2450000,23.6,23.4,"Germany",2022
"Germany","Bundesliga","Bayern Munich","Bayern Munich",187500000,173250000,24.4,23.8,"Germany",2023
"Germany","Bundesliga","Bayern Munich","Borussia Dortmund",65500000,113350000,25.3,25.1,"Germany",2023
"Germany","Bundesliga","Bayern Munich","RB Leipzig",1.78e+08,243700000,23.8,22.5,"Germany",2023
"Germany","Bundesliga","Bayern Munich","1.FC Union Berlin",38750000,7300000,25.1,24,"Germany",2023
"Germany","Bundesliga","Bayern Munich","SC Freiburg",8500000,42800000,25.5,23.8,"Germany",2023
"Germany","Bundesliga","Bayern Munich","Bayer 04 Leverkusen",81800000,69200000,25.3,23.8,"Germany",2023
"Germany","Bundesliga","Bayern Munich","Eintracht Frankfurt",83450000,1.49e+08,23.7,21.9,"Germany",2023
"Germany","Bundesliga","Bayern Munich","VfL Wolfsburg",74700000,72100000,23.2,23,"Germany",2023
"Germany","Bundesliga","Bayern Munich","1.FSV Mainz 05",1e+07,23550000,24.3,25,"Germany",2023
"Germany","Bundesliga","Bayern Munich","Borussia Mönchengladbach",29480000,2.5e+07,24.7,22.6,"Germany",2023
"Germany","Bundesliga","Bayern Munich","1.FC Köln",2500000,2700000,25.7,23.4,"Germany",2023
"Germany","Bundesliga","Bayern Munich","TSG 1899 Hoffenheim",44050000,37500000,25.8,23.8,"Germany",2023
"Germany","Bundesliga","Bayern Munich","SV Werder Bremen",8500000,30610000,23.4,22.9,"Germany",2023
"Germany","Bundesliga","Bayern Munich","VfL Bochum",2450000,0,26.6,25.2,"Germany",2023
"Germany","Bundesliga","Bayern Munich","FC Augsburg",9650000,28100000,25.1,23.8,"Germany",2023
"Germany","Bundesliga","Bayern Munich","VfB Stuttgart",22450000,50650000,22.8,22.5,"Germany",2023
"Germany","Bundesliga","Bayern Munich","1.FC Heidenheim 1846",2300000,0,24.3,22.4,"Germany",2023
"Germany","Bundesliga","Bayern Munich","SV Darmstadt 98",3800000,2330000,22.9,23.8,"Germany",2023
"France","Ligue 1","Amiens SC","Amiens SC",7490000,1e+07,27.1,23.3,"France",2018
"France","Ligue 1","Amiens SC","Angers SCO",4450000,2.1e+07,25.7,24.7,"France",2018
"France","Ligue 1","Amiens SC","FC Girondins Bordeaux",21460000,50700000,23.6,21.4,"France",2018
"France","Ligue 1","Amiens SC","SM Caen",9950000,14500000,25.6,24.2,"France",2018
"France","Ligue 1","Amiens SC","Dijon FCO",9200000,4e+06,26.9,23.7,"France",2018
"France","Ligue 1","Amiens SC","EA Guingamp",3500000,4e+06,27.2,24.3,"France",2018
"France","Ligue 1","Amiens SC","LOSC Lille",29100000,69700000,23.5,25.6,"France",2018
"France","Ligue 1","Amiens SC","Olympique Lyon",46450000,90100000,21.8,21.7,"France",2018
"France","Ligue 1","Amiens SC","Olympique Marseille",6.6e+07,32850000,25.2,23.7,"France",2018
"France","Ligue 1","Amiens SC","AS Monaco",145850000,367250000,22.9,22.6,"France",2018
"France","Ligue 1","Amiens SC","Montpellier HSC",10150000,25500000,24.7,23.9,"France",2018
"France","Ligue 1","Amiens SC","FC Nantes",14350000,22200000,25.9,24.3,"France",2018
"France","Ligue 1","Amiens SC","OGC Nice",2.8e+07,61700000,23.8,21.3,"France",2018
"France","Ligue 1","Amiens SC","Nîmes Olympique",3150000,0,24.8,24.6,"France",2018
"France","Ligue 1","Amiens SC","Paris Saint-Germain",2.62e+08,1.14e+08,24.5,22.3,"France",2018
"France","Ligue 1","Amiens SC","Stade Reims",15500000,1.1e+07,25.1,23.6,"France",2018
"France","Ligue 1","Amiens SC","Stade Rennais FC",1.8e+07,18500000,24.8,23.4,"France",2018
"France","Ligue 1","Amiens SC","AS Saint-Étienne",1.5e+07,18700000,23.3,22.6,"France",2018
"France","Ligue 1","Amiens SC","RC Strasbourg Alsace",15750000,1.4e+07,28.8,23.8,"France",2018
"France","Ligue 1","Amiens SC","FC Toulouse",18450000,35500000,24.2,22.6,"France",2018
"France","Ligue 1","Amiens SC","Amiens SC",17850000,5440000,24.5,24,"France",2019
"France","Ligue 1","Amiens SC","Angers SCO",10400000,3.4e+07,26.8,24.9,"France",2019
"France","Ligue 1","Amiens SC","FC Girondins Bordeaux",1.7e+07,62250000,24.2,24.9,"France",2019
"France","Ligue 1","Amiens SC","Stade Brestois 29",7500000,5e+05,25.5,23.6,"France",2019
"France","Ligue 1","Amiens SC","Dijon FCO",10470000,24500000,24.4,22.7,"France",2019
"France","Ligue 1","Amiens SC","LOSC Lille",99400000,1.71e+08,23.7,22.9,"France",2019
"France","Ligue 1","Amiens SC","Olympique Lyon",1.26e+08,160320000,23.9,23.1,"France",2019
"France","Ligue 1","Amiens SC","Olympique Marseille",2.7e+07,27250000,27,22.9,"France",2019
"France","Ligue 1","Amiens SC","FC Metz",14350000,2600000,23.9,22.8,"France",2019
"France","Ligue 1","Amiens SC","Nîmes Olympique",9850000,20500000,26.4,23.5,"France",2019
"France","Ligue 1","Amiens SC","AS Monaco",2e+08,83750000,23.4,22.7,"France",2019
"France","Ligue 1","Amiens SC","Montpellier HSC",20300000,4e+07,25.3,23.3,"France",2019
"France","Ligue 1","Amiens SC","FC Nantes",18750000,38500000,25,23.8,"France",2019
"France","Ligue 1","Amiens SC","OGC Nice",52200000,23110000,23.1,20.7,"France",2019
"France","Ligue 1","Amiens SC","Paris Saint-Germain",9.5e+07,112400000,24.3,23.4,"France",2019
"France","Ligue 1","Amiens SC","Stade Reims",21700000,26600000,24.5,21.2,"France",2019
"France","Ligue 1","Amiens SC","Stade Rennais FC",58100000,54500000,25.1,23.8,"France",2019
"France","Ligue 1","Amiens SC","AS Saint-Étienne",13450000,45850000,23.9,22.4,"France",2019
"France","Ligue 1","Amiens SC","RC Strasbourg Alsace",1.1e+07,21500000,25.8,24.5,"France",2019
"France","Ligue 1","Amiens SC","FC Toulouse",1.4e+07,17150000,25.8,22.9,"France",2019
"France","Ligue 1","Paris Saint-Germain","Paris Saint-Germain",6.2e+07,4e+05,23.8,23,"France",2020
"France","Ligue 1","Paris Saint-Germain","Olympique Marseille",17420000,33450000,25.4,24.6,"France",2020
"France","Ligue 1","Paris Saint-Germain","Stade Rennais FC",70560000,55420000,23.8,22.1,"France",2020
"France","Ligue 1","Paris Saint-Germain","LOSC Lille",40430000,104180000,24.2,23.3,"France",2020
"France","Ligue 1","Paris Saint-Germain","OGC Nice",29230000,20510000,22.3,20.9,"France",2020
"France","Ligue 1","Paris Saint-Germain","Stade Reims",11200000,1.7e+07,23.9,21.9,"France",2020
"France","Ligue 1","Paris Saint-Germain","Olympique Lyon",36600000,50600000,24.5,23.7,"France",2020
"France","Ligue 1","Paris Saint-Germain","Montpellier HSC",13100000,0,25.3,23,"France",2020
"France","Ligue 1","Paris Saint-Germain","RC Strasbourg Alsace",1.2e+07,5e+05,27.1,24.9,"France",2020
"France","Ligue 1","Paris Saint-Germain","AS Monaco",52700000,13530000,24.5,22.6,"France",2020
"France","Ligue 1","Paris Saint-Germain","Angers SCO",11250000,10700000,24.4,24.3,"France",2020
"France","Ligue 1","Paris Saint-Germain","FC Girondins Bordeaux",0,1.7e+07,23.4,22.1,"France",2020
"France","Ligue 1","Paris Saint-Germain","FC Nantes",5e+06,2e+06,24.9,23.7,"France",2020
"France","Ligue 1","Paris Saint-Germain","Stade Brestois 29",16100000,1.2e+07,25.4,22.9,"France",2020
"France","Ligue 1","Paris Saint-Germain","FC Metz",14700000,1e+07,24.3,22.3,"France",2020
"France","Ligue 1","Paris Saint-Germain","Dijon FCO",15800000,1.7e+07,25.1,21.7,"France",2020
"France","Ligue 1","Paris Saint-Germain","AS Saint-Étienne",6200000,44100000,25.1,22,"France",2020
"France","Ligue 1","Paris Saint-Germain","Nîmes Olympique",11250000,2500000,23.4,23.1,"France",2020
"France","Ligue 1","Paris Saint-Germain","FC Lorient",26500000,6500000,24.5,24.3,"France",2020
"France","Ligue 1","Paris Saint-Germain","RC Lens",1.9e+07,0,25.6,23.2,"France",2020
"France","Ligue 1","LOSC Lille","LOSC Lille",25600000,79050000,23.6,23.9,"France",2021
"France","Ligue 1","LOSC Lille","Paris Saint-Germain",9.1e+07,1.1e+07,22.6,21.9,"France",2021
"France","Ligue 1","LOSC Lille","AS Monaco",45500000,34640000,23.1,22.6,"France",2021
"France","Ligue 1","LOSC Lille","Olympique Lyon",22920000,95600000,25.3,23.5,"France",2021
"France","Ligue 1","LOSC Lille","Olympique Marseille",54120000,8e+06,26.8,24.2,"France",2021
"France","Ligue 1","LOSC Lille","Stade Rennais FC",81500000,49900000,23.6,21.3,"France",2021
"France","Ligue 1","LOSC Lille","RC Lens",20600000,1.8e+07,24.7,22.8,"France",2021
"France","Ligue 1","LOSC Lille","Montpellier HSC",2e+05,2.5e+07,27.6,23.3,"France",2021
"France","Ligue 1","LOSC Lille","OGC Nice",5.5e+07,26050000,22.2,22.4,"France",2021
"France","Ligue 1","LOSC Lille","FC Metz",2500000,23500000,23.2,23.7,"France",2021
"France","Ligue 1","LOSC Lille","AS Saint-Étienne",6e+05,0,25.9,25.1,"France",2021
"France","Ligue 1","LOSC Lille","FC Girondins Bordeaux",9800000,18850000,26.4,23.7,"France",2021
"France","Ligue 1","LOSC Lille","Angers SCO",1870000,18100000,25.8,22.7,"France",2021
"France","Ligue 1","LOSC Lille","Stade Reims",1.6e+07,15050000,22.4,22.2,"France",2021
"France","Ligue 1","LOSC Lille","RC Strasbourg Alsace",4500000,1.6e+07,24.6,22.9,"France",2021
"France","Ligue 1","LOSC Lille","FC Lorient",10500000,1e+07,26,22.4,"France",2021
"France","Ligue 1","LOSC Lille","Stade Brestois 29",9250000,28200000,25.7,23.9,"France",2021
"France","Ligue 1","LOSC Lille","FC Nantes",7500000,15800000,24.7,23.3,"France",2021
"France","Ligue 1","LOSC Lille","ESTAC Troyes",21800000,0,23.6,24,"France",2021
"France","Ligue 1","LOSC Lille","Clermont Foot 63",0,0,22.5,22.9,"France",2021
"France","Ligue 1","Paris Saint-Germain","Paris Saint-Germain",147500000,61800000,24.4,22,"France",2022
"France","Ligue 1","Paris Saint-Germain","Olympique Marseille",119850000,37480000,25,25.1,"France",2022
"France","Ligue 1","Paris Saint-Germain","AS Monaco",43500000,156200000,24.8,23,"France",2022
"France","Ligue 1","Paris Saint-Germain","Stade Rennais FC",8.4e+07,9.5e+07,22.6,22.1,"France",2022
"France","Ligue 1","Paris Saint-Germain","OGC Nice",8.3e+07,49200000,23.5,22.6,"France",2022
"France","Ligue 1","Paris Saint-Germain","RC Strasbourg Alsace",7e+06,10900000,24.6,23.6,"France",2022
"France","Ligue 1","Paris Saint-Germain","RC Lens",43940000,51550000,24.2,23.8,"France",2022
"France","Ligue 1","Paris Saint-Germain","Olympique Lyon",32450000,79850000,24.3,23.4,"France",2022
"France","Ligue 1","Paris Saint-Germain","FC Nantes",12450000,0,25.6,23.9,"France",2022
"France","Ligue 1","Paris Saint-Germain","LOSC Lille",2.6e+07,101500000,26.9,25.1,"France",2022
"France","Ligue 1","Paris Saint-Germain","Stade Brestois 29",5350000,2100000,25.9,24.3,"France",2022
"France","Ligue 1","Paris Saint-Germain","Stade Reims",20400000,28950000,22.8,22.2,"France",2022
"France","Ligue 1","Paris Saint-Germain","Montpellier HSC",9500000,1e+07,25.4,24.9,"France",2022
"France","Ligue 1","Paris Saint-Germain","Angers SCO",6e+06,3.9e+07,27.6,24.1,"France",2022
"France","Ligue 1","Paris Saint-Germain","ESTAC Troyes",24800000,1e+07,24.9,22,"France",2022
"France","Ligue 1","Paris Saint-Germain","FC Lorient",30200000,39450000,25.2,22.8,"France",2022
"France","Ligue 1","Paris Saint-Germain","Clermont Foot 63",2300000,21400000,25,23.1,"France",2022
"France","Ligue 1","Paris Saint-Germain","FC Toulouse",14700000,1.1e+07,22.5,21.9,"France",2022
"France","Ligue 1","Paris Saint-Germain","AC Ajaccio",3e+05,6e+05,24,25.7,"France",2022
"France","Ligue 1","Paris Saint-Germain","AJ Auxerre",1750000,5e+05,25.1,24.4,"France",2022
"France","Ligue 1","Paris Saint-Germain","Paris Saint-Germain",454500000,207500000,23.8,23.6,"France",2023
"France","Ligue 1","Paris Saint-Germain","RC Lens",63900000,67540000,24.3,23.1,"France",2023
"France","Ligue 1","Paris Saint-Germain","Olympique Marseille",102600000,72400000,26.3,25.1,"France",2023
"France","Ligue 1","Paris Saint-Germain","AS Monaco",85500000,6.2e+07,24.6,22.6,"France",2023
"France","Ligue 1","Paris Saint-Germain","Stade Rennais FC",84400000,146500000,24.3,23.7,"France",2023
"France","Ligue 1","Paris Saint-Germain","LOSC Lille",39450000,43100000,27.5,24.2,"France",2023
"France","Ligue 1","Paris Saint-Germain","Olympique Lyon",75470000,107460000,23.7,23.3,"France",2023
"France","Ligue 1","Paris Saint-Germain","Clermont Foot 63",7100000,1.6e+07,22.9,22.6,"France",2023
"France","Ligue 1","Paris Saint-Germain","OGC Nice",52500000,18300000,25.2,23.8,"France",2023
"France","Ligue 1","Paris Saint-Germain","FC Lorient",28900000,59200000,24.3,23,"France",2023
"France","Ligue 1","Paris Saint-Germain","Stade Reims",5.3e+07,75050000,23.5,23,"France",2023
"France","Ligue 1","Paris Saint-Germain","Montpellier HSC",9150000,37750000,25.1,23.2,"France",2023
"France","Ligue 1","Paris Saint-Germain","FC Toulouse",18250000,14200000,24.8,22.5,"France",2023
"France","Ligue 1","Paris Saint-Germain","Stade Brestois 29",3500000,8600000,24.7,23.9,"France",2023
"France","Ligue 1","Paris Saint-Germain","RC Strasbourg Alsace",60700000,44500000,25.9,21.5,"France",2023
"France","Ligue 1","Paris Saint-Germain","FC Nantes",26950000,37800000,24.5,23.2,"France",2023
"France","Ligue 1","Paris Saint-Germain","Le Havre AC",2900000,0,24.3,25.8,"France",2023
"France","Ligue 1","Paris Saint-Germain","FC Metz",6300000,3e+07,23.4,23,"France",2023
"Italy","Serie A","Atalanta BC","Atalanta BC",60800000,25060000,22.8,21.6,"Italy",2018
"Italy","Serie A","Atalanta BC","Bologna FC 1909",31220000,44990000,24.2,24.2,"Italy",2018
"Italy","Serie A","Atalanta BC","Cagliari Calcio",22500000,7850000,24,26.8,"Italy",2018
"Italy","Serie A","Atalanta BC","Chievo Verona",9470000,17620000,24.9,24.6,"Italy",2018
"Italy","Serie A","Atalanta BC","FC Empoli",17300000,22900000,22.8,23.8,"Italy",2018
"Italy","Serie A","Atalanta BC","ACF Fiorentina",60770000,43390000,23.5,22.7,"Italy",2018
"Italy","Serie A","Atalanta BC","Frosinone Calcio",9560000,8e+05,26.8,24.9,"Italy",2018
"Italy","Serie A","Atalanta BC","Genoa CFC",58970000,86460000,24.2,24,"Italy",2018
"Italy","Serie A","Atalanta BC","Inter Milan",97600000,91170000,22.2,23.5,"Italy",2018
"Italy","Serie A","Atalanta BC","Juventus FC",261800000,112540000,25.4,26.4,"Italy",2018
"Italy","Serie A","Atalanta BC","SS Lazio",51280000,38600000,24.6,26,"Italy",2018
"Italy","Serie A","Atalanta BC","AC Milan",194640000,88100000,25.2,25,"Italy",2018
"Italy","Serie A","Atalanta BC","SSC Napoli",70500000,100800000,24.3,24.2,"Italy",2018
"Italy","Serie A","Atalanta BC","Parma Calcio 1913",23800000,596000,25.2,24.6,"Italy",2018
"Italy","Serie A","Atalanta BC","AS Roma",166350000,150470000,23.3,24.5,"Italy",2018
"Italy","Serie A","Atalanta BC","UC Sampdoria",56700000,90120000,23.5,24.8,"Italy",2018
"Italy","Serie A","Atalanta BC","US Sassuolo",53970000,50380000,23.4,22.2,"Italy",2018
"Italy","Serie A","Atalanta BC","SPAL",21900000,1850000,24.3,24.8,"Italy",2018
"Italy","Serie A","Atalanta BC","Torino FC",53150000,17200000,22.9,23.9,"Italy",2018
"Italy","Serie A","Atalanta BC","Udinese Calcio",52900000,13530000,24.6,25.1,"Italy",2018
"Italy","Serie A","Atalanta BC","Atalanta BC",59060000,107100000,22.7,23.8,"Italy",2019
"Italy","Serie A","Atalanta BC","Bologna FC 1909",69540000,28680000,23.9,22.7,"Italy",2019
"Italy","Serie A","Atalanta BC","Brescia Calcio",18650000,1e+05,25.5,25.8,"Italy",2019
"Italy","Serie A","Atalanta BC","Cagliari Calcio",40100000,18860000,24.9,24.3,"Italy",2019
"Italy","Serie A","Atalanta BC","ACF Fiorentina",56500000,15320000,23.5,24.5,"Italy",2019
"Italy","Serie A","Atalanta BC","Genoa CFC",50370000,59350000,22.9,25.2,"Italy",2019
"Italy","Serie A","Atalanta BC","Hellas Verona",21190000,43670000,24.7,24.4,"Italy",2019
"Italy","Serie A","Atalanta BC","Inter Milan",192020000,66740000,23,23.6,"Italy",2019
"Italy","Serie A","Atalanta BC","Juventus FC",233300000,203140000,24.8,24.4,"Italy",2019
"Italy","Serie A","Atalanta BC","SS Lazio",49950000,35350000,23.6,21.5,"Italy",2019
"Italy","Serie A","Atalanta BC","US Lecce",6200000,450000,25,26,"Italy",2019
"Italy","Serie A","Atalanta BC","AC Milan",144080000,59230000,24.8,25.2,"Italy",2019
